channel,account_id,type_value,value,total,account_display_name
twitter,3112283780,fan,8768.0,8787.292517006803,MiTHeSports
twitter,3112283780,average_engagement_per_post,19.292517006802722,8787.292517006803,MiTHeSports
twitter,941248624947732480,fan,7626.0,8232.68918918919,กระเพาะเดินทาง 🍫
twitter,941248624947732480,average_engagement_per_post,606.6891891891892,8232.68918918919,กระเพาะเดินทาง 🍫
twitter,3705220034,fan,7916.0,7978.0672268907565,finnomena
twitter,3705220034,average_engagement_per_post,62.0672268907563,7978.0672268907565,finnomena
twitter,709499817169256448,fan,7700.0,7918.273972602739,Muji Sama
twitter,709499817169256448,average_engagement_per_post,218.27397260273972,7918.273972602739,Muji Sama
twitter,511585723,fan,7681.0,7905.571428571428,WWF-Thailand
twitter,511585723,average_engagement_per_post,224.57142857142858,7905.571428571428,WWF-Thailand
twitter,79105895,fan,7586.0,7867.09756097561,HASHCORNER
twitter,79105895,average_engagement_per_post,281.0975609756098,7867.09756097561,HASHCORNER
twitter,869983010937913344,fan,7601.0,7788.0,Nuttyploy
twitter,869983010937913344,average_engagement_per_post,187.0,7788.0,Nuttyploy
twitter,3246048732,fan,7630.0,7668.801652892562,Point of View
twitter,3246048732,average_engagement_per_post,38.80165289256198,7668.801652892562,Point of View
twitter,970444058500870144,fan,6080.0,7566.876344086022,นวล
twitter,970444058500870144,average_engagement_per_post,1486.8763440860216,7566.876344086022,นวล
twitter,3110446922,fan,7496.0,7504.0,TalkAmerican
twitter,3110446922,average_engagement_per_post,8.0,7504.0,TalkAmerican
twitter,870636238847459328,fan,7124.0,7176.563636363637,Eyeta
twitter,870636238847459328,average_engagement_per_post,52.56363636363636,7176.563636363637,Eyeta
twitter,1082900447998861313,fan,7075.0,7120.969026548672,AOV World
twitter,1082900447998861313,average_engagement_per_post,45.969026548672566,7120.969026548672,AOV World
twitter,2874977233,fan,7020.0,7029.833333333333,ฟอร์มหมาแก่
twitter,2874977233,average_engagement_per_post,9.833333333333334,7029.833333333333,ฟอร์มหมาแก่
twitter,3748260260,fan,6834.0,6844.235294117647,ChangTrixget
twitter,3748260260,average_engagement_per_post,10.235294117647058,6844.235294117647,ChangTrixget
twitter,3011240324,fan,6317.0,6793.727272727273,P. kulkan.
twitter,3011240324,average_engagement_per_post,476.72727272727275,6793.727272727273,P. kulkan.
twitter,2552259937,fan,6506.0,6719.662100456621,กินไม่เกิน100 Report
twitter,2552259937,average_engagement_per_post,213.662100456621,6719.662100456621,กินไม่เกิน100 Report
twitter,978295600738267137,fan,6629.0,6667.314814814815,ตู้ซ่อนหมี
twitter,978295600738267137,average_engagement_per_post,38.31481481481482,6667.314814814815,ตู้ซ่อนหมี
twitter,972740666160685063,fan,6228.0,6650.892857142857,Places two Go
twitter,972740666160685063,average_engagement_per_post,422.89285714285717,6650.892857142857,Places two Go
twitter,16999254,fan,6445.0,6645.62657091562,มาโมว ||| mamo
twitter,16999254,average_engagement_per_post,200.6265709156194,6645.62657091562,มาโมว ||| mamo
twitter,186272092,fan,6441.0,6494.167704626335,🌈ป่านฉะนี้ จะรีวิว🌤
twitter,186272092,average_engagement_per_post,53.16770462633452,6494.167704626335,🌈ป่านฉะนี้ จะรีวิว🌤
twitter,985228725745627136,fan,6455.0,6463.419889502762,Money Buffalo
twitter,985228725745627136,average_engagement_per_post,8.41988950276243,6463.419889502762,Money Buffalo
twitter,1034232962,fan,6440.0,6447.481481481482,Lovefitt
twitter,1034232962,average_engagement_per_post,7.481481481481482,6447.481481481482,Lovefitt
twitter,74345278,fan,6414.0,6430.0,FPSThailand
twitter,74345278,average_engagement_per_post,16.0,6430.0,FPSThailand
twitter,1274711321917878272,fan,5151.0,6426.033333333333,จจ ॱଳ͘
twitter,1274711321917878272,average_engagement_per_post,1275.0333333333333,6426.033333333333,จจ ॱଳ͘
twitter,768024035640823808,fan,5999.0,6425.142857142857,Jabz
twitter,768024035640823808,average_engagement_per_post,426.14285714285717,6425.142857142857,Jabz
twitter,801444908334620672,fan,6008.0,6343.020392156863,Bombom👩‍🚀
twitter,801444908334620672,average_engagement_per_post,335.0203921568627,6343.020392156863,Bombom👩‍🚀
twitter,64719152,fan,6072.0,6208.1287128712875,papayatop
twitter,64719152,average_engagement_per_post,136.12871287128712,6208.1287128712875,papayatop
twitter,886166104787230721,fan,5641.0,6089.6,Mossster
twitter,886166104787230721,average_engagement_per_post,448.6,6089.6,Mossster
twitter,2463524000,fan,5992.0,5993.125469336671,TechTalkThai
twitter,2463524000,average_engagement_per_post,1.1254693366708386,5993.125469336671,TechTalkThai
twitter,238504973,fan,5914.0,5914.046153846154,ไปเที่ยวกัน Gothaitogether ^_^
twitter,238504973,average_engagement_per_post,0.046153846153846156,5914.046153846154,ไปเที่ยวกัน Gothaitogether ^_^
twitter,3248347754,fan,5844.0,5875.158469945355,readme.me Thai
twitter,3248347754,average_engagement_per_post,31.15846994535519,5875.158469945355,readme.me Thai
twitter,891270980001120259,fan,5582.0,5692.0,Lovecumentary
twitter,891270980001120259,average_engagement_per_post,110.0,5692.0,Lovecumentary
twitter,1107677362705956865,fan,5480.0,5627.256756756757,MindaRyn
twitter,1107677362705956865,average_engagement_per_post,147.25675675675674,5627.256756756757,MindaRyn
twitter,1138717053739601920,fan,5095.0,5594.773722627737,นักท่องเที่ยวสัญชาติไทย
twitter,1138717053739601920,average_engagement_per_post,499.77372262773724,5594.773722627737,นักท่องเที่ยวสัญชาติไทย
twitter,1159699309,fan,5586.0,5591.782608695652,🅺🅰︎🅴🆆
twitter,1159699309,average_engagement_per_post,5.782608695652174,5591.782608695652,🅺🅰︎🅴🆆
twitter,704569128384724992,fan,5516.0,5552.878787878788,Kanin The Movie
twitter,704569128384724992,average_engagement_per_post,36.878787878787875,5552.878787878788,Kanin The Movie
twitter,384574656,fan,5060.0,5437.569444444444,บ่วง
twitter,384574656,average_engagement_per_post,377.56944444444446,5437.569444444444,บ่วง
twitter,866926989294182400,fan,5376.0,5402.5859375,KUTE CLUB
twitter,866926989294182400,average_engagement_per_post,26.5859375,5402.5859375,KUTE CLUB
twitter,1072772981644910592,fan,5064.0,5138.800524934383,กาลครั้งหนึ่ง
twitter,1072772981644910592,average_engagement_per_post,74.8005249343832,5138.800524934383,กาลครั้งหนึ่ง
twitter,3265683482,fan,4871.0,5088.0,Mint IRoamAlone
twitter,3265683482,average_engagement_per_post,217.0,5088.0,Mint IRoamAlone
twitter,983209891425804289,fan,3182.0,4953.652777777777,ReReef
twitter,983209891425804289,average_engagement_per_post,1771.6527777777778,4953.652777777777,ReReef
twitter,232423397,fan,4861.0,4875.853383458647,จือปาก
twitter,232423397,average_engagement_per_post,14.853383458646617,4875.853383458647,จือปาก
twitter,1264870958411788289,fan,4803.0,4859.514644351464,ลงทุนเกิร์ล
twitter,1264870958411788289,average_engagement_per_post,56.51464435146443,4859.514644351464,ลงทุนเกิร์ล
twitter,4916589889,fan,2043.0,4824.0,เพนกวิ้นรีวิว
twitter,4916589889,average_engagement_per_post,2781.0,4824.0,เพนกวิ้นรีวิว
twitter,1016579284884860928,fan,4747.0,4760.501945525291,nongchat
twitter,1016579284884860928,average_engagement_per_post,13.501945525291829,4760.501945525291,nongchat
twitter,822451896392630272,fan,4672.0,4745.312925170068,พ่อผมเป็นคนอังกฤษ
twitter,822451896392630272,average_engagement_per_post,73.31292517006803,4745.312925170068,พ่อผมเป็นคนอังกฤษ
twitter,1062867674240180225,fan,4549.0,4725.229166666667,พี่กิ๊ฟเอง
twitter,1062867674240180225,average_engagement_per_post,176.22916666666666,4725.229166666667,พี่กิ๊ฟเอง
twitter,986459567184789505,fan,4710.0,4724.2164502164505,รู้ยัง
twitter,986459567184789505,average_engagement_per_post,14.216450216450216,4724.2164502164505,รู้ยัง
twitter,712078563302711296,fan,4686.0,4693.672727272728,บันทึกนึกขึ้นได้
twitter,712078563302711296,average_engagement_per_post,7.672727272727273,4693.672727272728,บันทึกนึกขึ้นได้
twitter,712283688,fan,4484.0,4671.635179153094,เอมิกา🦄 รีวิวเรียลๆโนรีทัช
twitter,712283688,average_engagement_per_post,187.63517915309447,4671.635179153094,เอมิกา🦄 รีวิวเรียลๆโนรีทัช
twitter,998764306538745856,fan,4597.0,4606.169811320755,กินเก่ง
twitter,998764306538745856,average_engagement_per_post,9.169811320754716,4606.169811320755,กินเก่ง
twitter,926444416239157249,fan,2672.0,4583.0625,PekkyOppa
twitter,926444416239157249,average_engagement_per_post,1911.0625,4583.0625,PekkyOppa
twitter,881576509,fan,4455.0,4456.010204081633,APPDISQUS
twitter,881576509,average_engagement_per_post,1.010204081632653,4456.010204081633,APPDISQUS
twitter,2325083216,fan,3834.0,4441.559523809524,Kamonnart
twitter,2325083216,average_engagement_per_post,607.5595238095239,4441.559523809524,Kamonnart
twitter,998775883526631424,fan,4199.0,4220.0939849624065,หมูหิว
twitter,998775883526631424,average_engagement_per_post,21.093984962406015,4220.0939849624065,หมูหิว
twitter,2979923443,fan,4202.0,4204.0,Jod 8riew
twitter,2979923443,average_engagement_per_post,2.0,4204.0,Jod 8riew
twitter,271439225,fan,4065.0,4191.27205882353,ขอบสหนัง
twitter,271439225,average_engagement_per_post,126.2720588235294,4191.27205882353,ขอบสหนัง
twitter,21959442,fan,4186.0,4188.5,2how
twitter,21959442,average_engagement_per_post,2.5,4188.5,2how
twitter,1401395276,fan,4076.0,4093.769230769231,bonbonmonja
twitter,1401395276,average_engagement_per_post,17.76923076923077,4093.769230769231,bonbonmonja
twitter,1141233083137417216,fan,3940.0,4057.029490616622,เรียนเหอะ อยากสอน
twitter,1141233083137417216,average_engagement_per_post,117.02949061662198,4057.029490616622,เรียนเหอะ อยากสอน
twitter,335229610,fan,3371.0,4026.607142857143,ครูซี
twitter,335229610,average_engagement_per_post,655.6071428571429,4026.607142857143,ครูซี
twitter,77912051,fan,3298.0,4002.4153846153845,นิดนก
twitter,77912051,average_engagement_per_post,704.4153846153846,4002.4153846153845,นิดนก
twitter,970347333417234433,fan,3906.0,3996.622807017544,KiaZaab
twitter,970347333417234433,average_engagement_per_post,90.62280701754386,3996.622807017544,KiaZaab
twitter,56678446,fan,3789.0,3837.1403508771928,KirosZ
twitter,56678446,average_engagement_per_post,48.14035087719298,3837.1403508771928,KirosZ
twitter,911040713780891649,fan,3762.0,3821.3709677419356,ไปกินกัน paigingun 😋
twitter,911040713780891649,average_engagement_per_post,59.37096774193548,3821.3709677419356,ไปกินกัน paigingun 😋
twitter,802063589762699265,fan,3457.0,3659.8695652173915,เป็ดพาไป
twitter,802063589762699265,average_engagement_per_post,202.8695652173913,3659.8695652173915,เป็ดพาไป
twitter,587398855,fan,3588.0,3634.4647887323945,di5trotion
twitter,587398855,average_engagement_per_post,46.46478873239437,3634.4647887323945,di5trotion
twitter,3413013792,fan,3341.0,3596.776699029126,โรง 3 ที่นั่ง E12
twitter,3413013792,average_engagement_per_post,255.7766990291262,3596.776699029126,โรง 3 ที่นั่ง E12
twitter,904991998540562432,fan,3293.0,3324.455399061033,English Natvaravik
twitter,904991998540562432,average_engagement_per_post,31.455399061032864,3324.455399061033,English Natvaravik
twitter,105162015,fan,3231.0,3231.5,Thaimobilecenter.com
twitter,105162015,average_engagement_per_post,0.5,3231.5,Thaimobilecenter.com
twitter,138735509,fan,3054.0,3117.7,BoomTharis
twitter,138735509,average_engagement_per_post,63.7,3117.7,BoomTharis
twitter,1038545026337239040,fan,3066.0,3099.2448979591836,P Y O N G
twitter,1038545026337239040,average_engagement_per_post,33.244897959183675,3099.2448979591836,P Y O N G
twitter,852891393127178240,fan,3049.0,3077.3396226415093,2an. ☁️
twitter,852891393127178240,average_engagement_per_post,28.339622641509433,3077.3396226415093,2an. ☁️
twitter,126910886,fan,3060.0,3062.421645997745,Techmoblog
twitter,126910886,average_engagement_per_post,2.4216459977452085,3062.421645997745,Techmoblog
twitter,91654557,fan,3042.0,3042.3636363636365,New Bangkok Condo
twitter,91654557,average_engagement_per_post,0.36363636363636365,3042.3636363636365,New Bangkok Condo
twitter,863502134,fan,2942.0,2974.962962962963,LFT oPuTo 🇹🇭
twitter,863502134,average_engagement_per_post,32.96296296296296,2974.962962962963,LFT oPuTo 🇹🇭
twitter,865882694445481984,fan,2867.0,2936.45,"i am ""Eat"""
twitter,865882694445481984,average_engagement_per_post,69.45,2936.45,"i am ""Eat"""
twitter,946760480118280192,fan,2907.0,2924.222222222222,asapapailong
twitter,946760480118280192,average_engagement_per_post,17.22222222222222,2924.222222222222,asapapailong
twitter,1039758713035403274,fan,2818.0,2866.1,ลาพักเที่ยว
twitter,1039758713035403274,average_engagement_per_post,48.1,2866.1,ลาพักเที่ยว
twitter,1114878753413328896,fan,2822.0,2834.5238095238096,แปดบรรทัดครึ่ง
twitter,1114878753413328896,average_engagement_per_post,12.523809523809524,2834.5238095238096,แปดบรรทัดครึ่ง
twitter,155500779,fan,2348.0,2786.2723577235774,KP ตะลอนแหลก
twitter,155500779,average_engagement_per_post,438.2723577235772,2786.2723577235774,KP ตะลอนแหลก
twitter,972165381967118336,fan,2620.0,2744.340909090909,เที่ยวให้ยับ 🌍 Crazy Journeys
twitter,972165381967118336,average_engagement_per_post,124.3409090909091,2744.340909090909,เที่ยวให้ยับ 🌍 Crazy Journeys
twitter,1028288416620761088,fan,2681.0,2734.9206349206347,Nnewys
twitter,1028288416620761088,average_engagement_per_post,53.92063492063492,2734.9206349206347,Nnewys
twitter,1607938038,fan,2696.0,2728.7837837837837,LAPIS★LAZULI
twitter,1607938038,average_engagement_per_post,32.78378378378378,2728.7837837837837,LAPIS★LAZULI
twitter,72666314,fan,2710.0,2717.0,AIRVIKI แอร์วิกิ๊
twitter,72666314,average_engagement_per_post,7.0,2717.0,AIRVIKI แอร์วิกิ๊
twitter,256813461,fan,2686.0,2687.8360655737706,WealthMagik
twitter,256813461,average_engagement_per_post,1.8360655737704918,2687.8360655737706,WealthMagik
twitter,799592528760537088,fan,2663.0,2685.1739130434785,สัตว์โลกอมตีน
twitter,799592528760537088,average_engagement_per_post,22.17391304347826,2685.1739130434785,สัตว์โลกอมตีน
twitter,3012646466,fan,2546.0,2650.234375,Softpomz
twitter,3012646466,average_engagement_per_post,104.234375,2650.234375,Softpomz
twitter,82032296,fan,2613.0,2617.2988505747126,ThinkOfLiving.COM
twitter,82032296,average_engagement_per_post,4.2988505747126435,2617.2988505747126,ThinkOfLiving.COM
twitter,373760540,fan,2483.0,2486.9171270718234,DDproperty
twitter,373760540,average_engagement_per_post,3.9171270718232045,2486.9171270718234,DDproperty
twitter,750342340900851712,fan,2422.0,2466.8796296296296,Journeyaholic
twitter,750342340900851712,average_engagement_per_post,44.879629629629626,2466.8796296296296,Journeyaholic
twitter,125747746,fan,2438.0,2443.048780487805,บัคซี่นักผจญภัย 🐿
twitter,125747746,average_engagement_per_post,5.048780487804878,2443.048780487805,บัคซี่นักผจญภัย 🐿
twitter,948881491500548098,fan,1034.0,2436.9444444444443,จ ะ เ ที่ ย ว ไ ป ไ ห น
twitter,948881491500548098,average_engagement_per_post,1402.9444444444443,2436.9444444444443,จ ะ เ ที่ ย ว ไ ป ไ ห น
twitter,971237099256143874,fan,2434.0,2434.0,Foodie Munchies
twitter,971237099256143874,average_engagement_per_post,0.0,2434.0,Foodie Munchies
twitter,4853549113,fan,1728.0,2396.8823529411766,วันนี้แดกไรดีวะ
twitter,4853549113,average_engagement_per_post,668.8823529411765,2396.8823529411766,วันนี้แดกไรดีวะ
twitter,4421805858,fan,2383.0,2392.5238095238096,BKreview
twitter,4421805858,average_engagement_per_post,9.523809523809524,2392.5238095238096,BKreview
twitter,923772829597810688,fan,2367.0,2376.2190476190476,CHEEWAJIT : Health & Lifestyle
twitter,923772829597810688,average_engagement_per_post,9.219047619047618,2376.2190476190476,CHEEWAJIT : Health & Lifestyle
twitter,70664402,fan,2265.0,2265.1,ร้อยแปดบล็อก
twitter,70664402,average_engagement_per_post,0.1,2265.1,ร้อยแปดบล็อก
twitter,923804298869219328,fan,2197.0,2238.4,12Time
twitter,923804298869219328,average_engagement_per_post,41.4,2238.4,12Time
twitter,93171576,fan,2190.0,2192.7272727272725,jeabdotcom
twitter,93171576,average_engagement_per_post,2.727272727272727,2192.7272727272725,jeabdotcom
twitter,49876958,fan,2074.0,2078.4285714285716,รีวิวสารพัดสาระเพ by Tuniez83
twitter,49876958,average_engagement_per_post,4.428571428571429,2078.4285714285716,รีวิวสารพัดสาระเพ by Tuniez83
twitter,988332934422716417,fan,1915.0,2030.0,Arifah KH
twitter,988332934422716417,average_engagement_per_post,115.0,2030.0,Arifah KH
twitter,83166643,fan,1970.0,1975.3412073490813,𝚙𝚒𝚎.
twitter,83166643,average_engagement_per_post,5.3412073490813645,1975.3412073490813,𝚙𝚒𝚎.
twitter,3195249660,fan,1936.0,1938.0,WingNaiDee
twitter,3195249660,average_engagement_per_post,2.0,1938.0,WingNaiDee
twitter,1081975502179524608,fan,1921.0,1925.5430327868853,ทันโลกกับ Trader KP
twitter,1081975502179524608,average_engagement_per_post,4.543032786885246,1925.5430327868853,ทันโลกกับ Trader KP
twitter,14931515,fan,1835.0,1855.3377483443708,SoMi 🍊 소미
twitter,14931515,average_engagement_per_post,20.337748344370862,1855.3377483443708,SoMi 🍊 소미
twitter,75527465,fan,1728.0,1843.0,จีนา
twitter,75527465,average_engagement_per_post,115.0,1843.0,จีนา
twitter,209361008,fan,1718.0,1829.546511627907,ตี๋โอ อาตี๋รีวิว
twitter,209361008,average_engagement_per_post,111.54651162790698,1829.546511627907,ตี๋โอ อาตี๋รีวิว
twitter,2809701188,fan,1729.0,1729.7841704718417,Techoffside
twitter,2809701188,average_engagement_per_post,0.7841704718417047,1729.7841704718417,Techoffside
twitter,2943444696,fan,1636.0,1721.1875,Arifeenz | DossierChannel
twitter,2943444696,average_engagement_per_post,85.1875,1721.1875,Arifeenz | DossierChannel
twitter,917293058462384128,fan,1652.0,1683.0813953488373,FINSTREET
twitter,917293058462384128,average_engagement_per_post,31.08139534883721,1683.0813953488373,FINSTREET
twitter,923775637092831232,fan,1666.0,1667.5555555555557,Hymn
twitter,923775637092831232,average_engagement_per_post,1.5555555555555556,1667.5555555555557,Hymn
twitter,1136522942639009792,fan,1571.0,1656.755033557047,ช่างภาพชื่อดังฐานะร่ำรวย
twitter,1136522942639009792,average_engagement_per_post,85.75503355704699,1656.755033557047,ช่างภาพชื่อดังฐานะร่ำรวย
twitter,468241140,fan,1562.0,1565.0,iReview.in.th
twitter,468241140,average_engagement_per_post,3.0,1565.0,iReview.in.th
twitter,983642880613933058,fan,1519.0,1564.0634715025906,🍰ReviewPK_07🌸
twitter,983642880613933058,average_engagement_per_post,45.06347150259067,1564.0634715025906,🍰ReviewPK_07🌸
twitter,372673896,fan,1476.0,1486.5873015873017,Naduch_StepgeekTV
twitter,372673896,average_engagement_per_post,10.587301587301587,1486.5873015873017,Naduch_StepgeekTV
twitter,1015259058775851009,fan,1384.0,1480.95,FOOD O’CLOCK
twitter,1015259058775851009,average_engagement_per_post,96.95,1480.95,FOOD O’CLOCK
twitter,1024570929953746944,fan,1416.0,1470.3055555555557,แฟนพาเที่ยว
twitter,1024570929953746944,average_engagement_per_post,54.30555555555556,1470.3055555555557,แฟนพาเที่ยว
twitter,72911443,fan,1450.0,1450.355795148248,SunnySeason.BB
twitter,72911443,average_engagement_per_post,0.3557951482479784,1450.355795148248,SunnySeason.BB
twitter,121985476,fan,1402.0,1402.3333333333333,MisterX
twitter,121985476,average_engagement_per_post,0.3333333333333333,1402.3333333333333,MisterX
twitter,73413214,fan,1387.0,1400.888888888889,แพรรี่อินวอนเดอร์แลนด์ 🍑
twitter,73413214,average_engagement_per_post,13.88888888888889,1400.888888888889,แพรรี่อินวอนเดอร์แลนด์ 🍑
twitter,775866999318597632,fan,1395.0,1395.3,กินแก้มตุ่ย
twitter,775866999318597632,average_engagement_per_post,0.3,1395.3,กินแก้มตุ่ย
twitter,1168016630896451584,fan,863.0,1379.6,ไปกับนัท : Pai kub Nut
twitter,1168016630896451584,average_engagement_per_post,516.6,1379.6,ไปกับนัท : Pai kub Nut
twitter,978603950982053888,fan,788.0,1338.788990825688,ผู้บริโภค
twitter,978603950982053888,average_engagement_per_post,550.7889908256881,1338.788990825688,ผู้บริโภค
twitter,93174196,fan,1269.0,1305.1724137931035,CreativeKim
twitter,93174196,average_engagement_per_post,36.172413793103445,1305.1724137931035,CreativeKim
twitter,3123480418,fan,1259.0,1277.03125,เจน โสรยา
twitter,3123480418,average_engagement_per_post,18.03125,1277.03125,เจน โสรยา
twitter,1097555614798991360,fan,994.0,1195.2820512820513,wawow
twitter,1097555614798991360,average_engagement_per_post,201.28205128205127,1195.2820512820513,wawow
twitter,723560336771543040,fan,1139.0,1192.590909090909,Mai Jainoon
twitter,723560336771543040,average_engagement_per_post,53.59090909090909,1192.590909090909,Mai Jainoon
twitter,939045612229505024,fan,1152.0,1173.7961783439491,Janeat
twitter,939045612229505024,average_engagement_per_post,21.796178343949045,1173.7961783439491,Janeat
twitter,269102964,fan,1155.0,1161.874358974359,Nueng Panuwat 🖤🙋🏻 lll
twitter,269102964,average_engagement_per_post,6.874358974358974,1161.874358974359,Nueng Panuwat 🖤🙋🏻 lll
twitter,1021649302383255552,fan,1130.0,1148.925,ครูพี่หวาน อิงลิช ออน แอร์
twitter,1021649302383255552,average_engagement_per_post,18.925,1148.925,ครูพี่หวาน อิงลิช ออน แอร์
twitter,3093594206,fan,397.0,1146.2,foodbymay
twitter,3093594206,average_engagement_per_post,749.2,1146.2,foodbymay
twitter,1002112842974162945,fan,1014.0,1139.1290322580644,karnmay🌝
twitter,1002112842974162945,average_engagement_per_post,125.12903225806451,1139.1290322580644,karnmay🌝
twitter,893894612401528832,fan,1129.0,1136.7,WONDER BOY
twitter,893894612401528832,average_engagement_per_post,7.7,1136.7,WONDER BOY
twitter,836477806166974464,fan,1119.0,1136.2068965517242,SteveKunG
twitter,836477806166974464,average_engagement_per_post,17.20689655172414,1136.2068965517242,SteveKunG
twitter,2362058497,fan,1119.0,1125.0,Engbypfah
twitter,2362058497,average_engagement_per_post,6.0,1125.0,Engbypfah
twitter,1093011634702843906,fan,839.0,1106.0975609756097,กระเป๋าหนึ่งใบ
twitter,1093011634702843906,average_engagement_per_post,267.0975609756098,1106.0975609756097,กระเป๋าหนึ่งใบ
twitter,785770494,fan,1093.0,1104.9651162790697,Filllykung
twitter,785770494,average_engagement_per_post,11.965116279069768,1104.9651162790697,Filllykung
twitter,239073089,fan,1073.0,1099.1777777777777,PuPe_so_Sweet
twitter,239073089,average_engagement_per_post,26.177777777777777,1099.1777777777777,PuPe_so_Sweet
twitter,953198063505428480,fan,1089.0,1096.9,KRUA.CO
twitter,953198063505428480,average_engagement_per_post,7.9,1096.9,KRUA.CO
twitter,1054632272,fan,1075.0,1077.718309859155,Ducking Tiger
twitter,1054632272,average_engagement_per_post,2.7183098591549295,1077.718309859155,Ducking Tiger
twitter,855829293917655040,fan,1069.0,1071.4459400781589,Parents One
twitter,855829293917655040,average_engagement_per_post,2.445940078158923,1071.4459400781589,Parents One
twitter,3143303912,fan,963.0,1054.0,Zeroz Kingner
twitter,3143303912,average_engagement_per_post,91.0,1054.0,Zeroz Kingner
twitter,730403784,fan,1015.0,1015.0,Fiadar Yaybua Hipster
twitter,730403784,average_engagement_per_post,0.0,1015.0,Fiadar Yaybua Hipster
twitter,110887711,fan,995.0,995.0278637770898,ThaiBMA
twitter,110887711,average_engagement_per_post,0.02786377708978328,995.0278637770898,ThaiBMA
twitter,27900053,fan,936.0,961.1519337016574,พี่ต้าร์เองจ้า
twitter,27900053,average_engagement_per_post,25.15193370165746,961.1519337016574,พี่ต้าร์เองจ้า
twitter,1224908298282864640,fan,919.0,932.9568965517242,เรียนภาษาญี่ปุ่นจากข่าวและ...
twitter,1224908298282864640,average_engagement_per_post,13.956896551724139,932.9568965517242,เรียนภาษาญี่ปุ่นจากข่าวและ...
twitter,1256481137465024512,fan,758.0,931.6930693069307,Cafeiscalling
twitter,1256481137465024512,average_engagement_per_post,173.69306930693068,931.6930693069307,Cafeiscalling
twitter,2843392310,fan,922.0,928.2553191489362,เลิกโง่
twitter,2843392310,average_engagement_per_post,6.25531914893617,928.2553191489362,เลิกโง่
twitter,949847645140402177,fan,910.0,927.5757575757576,กินตามโปร
twitter,949847645140402177,average_engagement_per_post,17.575757575757574,927.5757575757576,กินตามโปร
twitter,748964357581701120,fan,883.0,922.0,Oppa Thuchy
twitter,748964357581701120,average_engagement_per_post,39.0,922.0,Oppa Thuchy
twitter,3315031159,fan,916.0,919.6666666666666,หนังเรื่องนีkuดูแล้ว
twitter,3315031159,average_engagement_per_post,3.6666666666666665,919.6666666666666,หนังเรื่องนีkuดูแล้ว
twitter,204681880,fan,903.0,914.0753424657535,Gourmet&Cuisine
twitter,204681880,average_engagement_per_post,11.075342465753424,914.0753424657535,Gourmet&Cuisine
twitter,990958047903170560,fan,793.0,887.2820512820513,eark.and.etc
twitter,990958047903170560,average_engagement_per_post,94.28205128205128,887.2820512820513,eark.and.etc
twitter,158638048,fan,873.0,873.25,Yae_uunws
twitter,158638048,average_engagement_per_post,0.25,873.25,Yae_uunws
twitter,57045934,fan,868.0,870.3736842105263,Jitipol Puksamatanan
twitter,57045934,average_engagement_per_post,2.373684210526316,870.3736842105263,Jitipol Puksamatanan
twitter,931193521,fan,851.0,864.7396449704142,Youngsoad
twitter,931193521,average_engagement_per_post,13.7396449704142,864.7396449704142,Youngsoad
twitter,1256111937537970177,fan,767.0,860.5675675675676,ไม่กินชาตินี้แล้วจะกินชาติไหน
twitter,1256111937537970177,average_engagement_per_post,93.56756756756756,860.5675675675676,ไม่กินชาตินี้แล้วจะกินชาติไหน
twitter,4703464584,fan,816.0,821.0,ลูกจ้างใจกล้า
twitter,4703464584,average_engagement_per_post,5.0,821.0,ลูกจ้างใจกล้า
twitter,994141902659207173,fan,512.0,819.5882352941176,marefood🍑
twitter,994141902659207173,average_engagement_per_post,307.5882352941176,819.5882352941176,marefood🍑
twitter,791203158412316672,fan,732.0,762.6237623762377,Beauty Hunter
twitter,791203158412316672,average_engagement_per_post,30.623762376237625,762.6237623762377,Beauty Hunter
twitter,1053449588147810304,fan,614.0,742.4762845849802,จับหนังมารีวิว III
twitter,1053449588147810304,average_engagement_per_post,128.47628458498025,742.4762845849802,จับหนังมารีวิว III
twitter,1244593798321025026,fan,627.0,716.1818181818182,เฉโปแมวโง่
twitter,1244593798321025026,average_engagement_per_post,89.18181818181819,716.1818181818182,เฉโปแมวโง่
twitter,150974912,fan,504.0,690.6666666666666,digitalay
twitter,150974912,average_engagement_per_post,186.66666666666666,690.6666666666666,digitalay
twitter,1143011449616265216,fan,662.0,667.0,MakaliusTH
twitter,1143011449616265216,average_engagement_per_post,5.0,667.0,MakaliusTH
twitter,890048878141071360,fan,660.0,664.1666666666666,SUPERTOMMO
twitter,890048878141071360,average_engagement_per_post,4.166666666666667,664.1666666666666,SUPERTOMMO
twitter,749303492,fan,627.0,632.8,มาดามเม้าท์
twitter,749303492,average_engagement_per_post,5.8,632.8,มาดามเม้าท์
twitter,793732736791949312,fan,593.0,594.5,จบข่าว
twitter,793732736791949312,average_engagement_per_post,1.5,594.5,จบข่าว
twitter,1043050627381653505,fan,580.0,582.415650406504,MisterBan
twitter,1043050627381653505,average_engagement_per_post,2.415650406504065,582.415650406504,MisterBan
twitter,1054739738442092546,fan,537.0,541.4459930313589,environman
twitter,1054739738442092546,average_engagement_per_post,4.445993031358885,541.4459930313589,environman
twitter,1150722254885404673,fan,499.0,539.875,Banana Blah Blah
twitter,1150722254885404673,average_engagement_per_post,40.875,539.875,Banana Blah Blah
twitter,898903974555734017,fan,521.0,528.1666666666666,เกิดมาใช้ตัง
