account_id,type,value,account_display_name,category,fan_range
1512997169009279,purchase_intention,3017,Foodyoucaneat เรากินได้ คุณก็กินได้,Food and Drink,300K-500K
1514554848849607,total_engagement,390722,บันทึกคนขี้เที่ยว,Travel,300K-500K
1514554848849607,reaction,237847,บันทึกคนขี้เที่ยว,Travel,300K-500K
1514554848849607,share,104610,บันทึกคนขี้เที่ยว,Travel,300K-500K
1514554848849607,comment,27942,บันทึกคนขี้เที่ยว,Travel,300K-500K
1514554848849607,tag_friend,18310,บันทึกคนขี้เที่ยว,Travel,300K-500K
1514554848849607,purchase_intention,2013,บันทึกคนขี้เที่ยว,Travel,300K-500K
1517852608428848,total_engagement,52188277,ใต้เตียงดารา,Media/News Company,1M-9M
1517852608428848,reaction,47963269,ใต้เตียงดารา,Media/News Company,1M-9M
1517852608428848,share,1742356,ใต้เตียงดารา,Media/News Company,1M-9M
1517852608428848,comment,1564455,ใต้เตียงดารา,Media/News Company,1M-9M
1517852608428848,tag_friend,906407,ใต้เตียงดารา,Media/News Company,1M-9M
1517852608428848,purchase_intention,11790,ใต้เตียงดารา,Media/News Company,1M-9M
1522018888083950,total_engagement,5585306,Sundae Kids,Writer and Quote,1M-9M
1522018888083950,reaction,3379091,Sundae Kids,Writer and Quote,1M-9M
1522018888083950,share,1283268,Sundae Kids,Writer and Quote,1M-9M
1522018888083950,comment,512376,Sundae Kids,Writer and Quote,1M-9M
1522018888083950,tag_friend,410288,Sundae Kids,Writer and Quote,1M-9M
1522018888083950,purchase_intention,283,Sundae Kids,Writer and Quote,1M-9M
1523107561151019,total_engagement,9331164,Environman,Media/News Company,300K-500K
1523107561151019,reaction,6952096,Environman,Media/News Company,300K-500K
1523107561151019,share,2060474,Environman,Media/News Company,300K-500K
1523107561151019,comment,210136,Environman,Media/News Company,300K-500K
1523107561151019,tag_friend,106447,Environman,Media/News Company,300K-500K
1523107561151019,purchase_intention,2011,Environman,Media/News Company,300K-500K
1524669124470213,total_engagement,7893691,เบื่อผัว,Writer and Quote,1M-9M
1524669124470213,reaction,5744025,เบื่อผัว,Writer and Quote,1M-9M
1524669124470213,share,814275,เบื่อผัว,Writer and Quote,1M-9M
1524669124470213,comment,752417,เบื่อผัว,Writer and Quote,1M-9M
1524669124470213,tag_friend,579394,เบื่อผัว,Writer and Quote,1M-9M
1524669124470213,purchase_intention,3580,เบื่อผัว,Writer and Quote,1M-9M
1526415970966495,total_engagement,4086811,คิดในใจ,Writer and Quote,1M-9M
1526415970966495,reaction,3257542,คิดในใจ,Writer and Quote,1M-9M
1526415970966495,share,720139,คิดในใจ,Writer and Quote,1M-9M
1526415970966495,comment,82849,คิดในใจ,Writer and Quote,1M-9M
1526415970966495,tag_friend,25855,คิดในใจ,Writer and Quote,1M-9M
1526415970966495,purchase_intention,426,คิดในใจ,Writer and Quote,1M-9M
1527630557471626,total_engagement,317197,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1527630557471626,reaction,224643,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1527630557471626,share,78358,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1527630557471626,comment,7995,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1527630557471626,tag_friend,6151,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1527630557471626,purchase_intention,50,ตีแผ่ชีวิตมหาลัย,Writer and Quote,500K-1M
1528716240767579,total_engagement,3083233,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1528716240767579,reaction,2397534,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1528716240767579,share,441300,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1528716240767579,comment,136096,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1528716240767579,tag_friend,98120,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1528716240767579,purchase_intention,10183,Go Went Go : เที่ยว เว้น เที่ยว,Travel,500K-1M
1532657213616873,total_engagement,5685639,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1532657213616873,reaction,4411792,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1532657213616873,share,688104,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1532657213616873,comment,360766,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1532657213616873,tag_friend,219511,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1532657213616873,purchase_intention,5466,อวยไส้แตกแหกไส้ฉีก,Movie and TV shows,1M-9M
1535103730092233,total_engagement,2790903,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1535103730092233,reaction,2141644,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1535103730092233,share,318473,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1535103730092233,comment,226768,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1535103730092233,tag_friend,103145,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1535103730092233,purchase_intention,873,มนุษย์เงินเดือน คิดมาก,Writer and Quote,1M-9M
1537345399850424,total_engagement,1669491,Foodbymay,Food and Drink,500K-1M
1537345399850424,reaction,641784,Foodbymay,Food and Drink,500K-1M
1537345399850424,share,785016,Foodbymay,Food and Drink,500K-1M
1537345399850424,comment,129629,Foodbymay,Food and Drink,500K-1M
1537345399850424,tag_friend,102220,Foodbymay,Food and Drink,500K-1M
1537345399850424,purchase_intention,10842,Foodbymay,Food and Drink,500K-1M
1544329662449974,total_engagement,171879,Chobrod.com,Automobile,300K-500K
1544329662449974,reaction,124556,Chobrod.com,Automobile,300K-500K
1544329662449974,share,27057,Chobrod.com,Automobile,300K-500K
1544329662449974,comment,17730,Chobrod.com,Automobile,300K-500K
1544329662449974,tag_friend,1856,Chobrod.com,Automobile,300K-500K
1544329662449974,purchase_intention,680,Chobrod.com,Automobile,300K-500K
1545448992149994,total_engagement,5574586,a ดวง,Writer and Quote,500K-1M
1545448992149994,reaction,4723479,a ดวง,Writer and Quote,500K-1M
1545448992149994,share,392608,a ดวง,Writer and Quote,500K-1M
1545448992149994,comment,295384,a ดวง,Writer and Quote,500K-1M
1545448992149994,tag_friend,161557,a ดวง,Writer and Quote,500K-1M
1545448992149994,purchase_intention,1558,a ดวง,Writer and Quote,500K-1M
1549212705401384,total_engagement,972286,Piyapeauty Makeup,Blogger/Influencer,300K-500K
1549212705401384,reaction,840208,Piyapeauty Makeup,Blogger/Influencer,300K-500K
1549212705401384,share,111422,Piyapeauty Makeup,Blogger/Influencer,300K-500K
1549212705401384,comment,13654,Piyapeauty Makeup,Blogger/Influencer,300K-500K
1549212705401384,tag_friend,6686,Piyapeauty Makeup,Blogger/Influencer,300K-500K
1549212705401384,purchase_intention,316,Piyapeauty Makeup,Blogger/Influencer,300K-500K
154984664519467,total_engagement,10931968,wongnai.com,Food and Drink,1M-9M
154984664519467,reaction,8984354,wongnai.com,Food and Drink,1M-9M
154984664519467,share,1270919,wongnai.com,Food and Drink,1M-9M
154984664519467,comment,398119,wongnai.com,Food and Drink,1M-9M
154984664519467,tag_friend,246781,wongnai.com,Food and Drink,1M-9M
154984664519467,purchase_intention,31795,wongnai.com,Food and Drink,1M-9M
155319061275802,total_engagement,5028341,พี่แว่น,Blogger/Influencer,300K-500K
155319061275802,reaction,4873090,พี่แว่น,Blogger/Influencer,300K-500K
155319061275802,share,108545,พี่แว่น,Blogger/Influencer,300K-500K
155319061275802,comment,35834,พี่แว่น,Blogger/Influencer,300K-500K
155319061275802,tag_friend,10246,พี่แว่น,Blogger/Influencer,300K-500K
155319061275802,purchase_intention,626,พี่แว่น,Blogger/Influencer,300K-500K
155721951556,total_engagement,440753,Thailand Investment Forum,Finance & Business,300K-500K
155721951556,reaction,372318,Thailand Investment Forum,Finance & Business,300K-500K
155721951556,share,57107,Thailand Investment Forum,Finance & Business,300K-500K
155721951556,comment,8425,Thailand Investment Forum,Finance & Business,300K-500K
155721951556,tag_friend,2509,Thailand Investment Forum,Finance & Business,300K-500K
155721951556,purchase_intention,394,Thailand Investment Forum,Finance & Business,300K-500K
1559823787669231,total_engagement,3848358,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
1559823787669231,reaction,3578736,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
1559823787669231,share,134249,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
1559823787669231,comment,117112,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
1559823787669231,tag_friend,14341,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
1559823787669231,purchase_intention,3920,จอห์น ไรเดอร์ - John Rider,Automobile,300K-500K
156261024747269,total_engagement,1106379,ReviewHere,Sales and review,500K-1M
156261024747269,reaction,533645,ReviewHere,Sales and review,500K-1M
156261024747269,share,437143,ReviewHere,Sales and review,500K-1M
156261024747269,comment,79806,ReviewHere,Sales and review,500K-1M
156261024747269,tag_friend,55463,ReviewHere,Sales and review,500K-1M
156261024747269,purchase_intention,322,ReviewHere,Sales and review,500K-1M
156320811194,total_engagement,10434,ท่องเที่ยวชิลชิล,Travel,300K-500K
156320811194,reaction,8257,ท่องเที่ยวชิลชิล,Travel,300K-500K
156320811194,share,1418,ท่องเที่ยวชิลชิล,Travel,300K-500K
156320811194,comment,493,ท่องเที่ยวชิลชิล,Travel,300K-500K
156320811194,tag_friend,241,ท่องเที่ยวชิลชิล,Travel,300K-500K
156320811194,purchase_intention,25,ท่องเที่ยวชิลชิล,Travel,300K-500K
1563351190645077,total_engagement,9804045,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1563351190645077,reaction,7711874,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1563351190645077,share,1901172,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1563351190645077,comment,166582,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1563351190645077,tag_friend,19635,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1563351190645077,purchase_intention,4782,ชุมชนคนสร้างซิกแพ็ค sixpackclub.net,Health and Well-being,1M-9M
1564882753729371,total_engagement,10932004,My Mate Nate,Blogger/Influencer,1M-9M
1564882753729371,reaction,10646100,My Mate Nate,Blogger/Influencer,1M-9M
1564882753729371,share,136417,My Mate Nate,Blogger/Influencer,1M-9M
1564882753729371,comment,127172,My Mate Nate,Blogger/Influencer,1M-9M
1564882753729371,tag_friend,16699,My Mate Nate,Blogger/Influencer,1M-9M
1564882753729371,purchase_intention,5616,My Mate Nate,Blogger/Influencer,1M-9M
156796752044,total_engagement,1090693,Jeban.com,Blogger/Influencer,1M-9M
156796752044,reaction,765710,Jeban.com,Blogger/Influencer,1M-9M
156796752044,share,221415,Jeban.com,Blogger/Influencer,1M-9M
156796752044,comment,65532,Jeban.com,Blogger/Influencer,1M-9M
156796752044,tag_friend,35910,Jeban.com,Blogger/Influencer,1M-9M
156796752044,purchase_intention,2126,Jeban.com,Blogger/Influencer,1M-9M
156870537687680,total_engagement,2007144,Ceemeagain,IT,500K-1M
156870537687680,reaction,1634788,Ceemeagain,IT,500K-1M
156870537687680,share,280614,Ceemeagain,IT,500K-1M
156870537687680,comment,62754,Ceemeagain,IT,500K-1M
156870537687680,tag_friend,26799,Ceemeagain,IT,500K-1M
156870537687680,purchase_intention,2189,Ceemeagain,IT,500K-1M
1569588029727372,total_engagement,4037890,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
1569588029727372,reaction,3396422,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
1569588029727372,share,541412,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
1569588029727372,comment,78659,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
1569588029727372,tag_friend,21143,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
1569588029727372,purchase_intention,254,กาลครั้งหนึ่ง,Writer and Quote,500K-1M
157123397777485,total_engagement,3680307,กินหนม,Food and Drink,500K-1M
157123397777485,reaction,2733432,กินหนม,Food and Drink,500K-1M
157123397777485,share,498213,กินหนม,Food and Drink,500K-1M
157123397777485,comment,233003,กินหนม,Food and Drink,500K-1M
157123397777485,tag_friend,195984,กินหนม,Food and Drink,500K-1M
157123397777485,purchase_intention,19675,กินหนม,Food and Drink,500K-1M
1575528846002432,total_engagement,10216418,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1575528846002432,reaction,7865360,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1575528846002432,share,1832052,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1575528846002432,comment,353920,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1575528846002432,tag_friend,157771,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1575528846002432,purchase_intention,7315,เกมเมอร์อมตีน,Gaming Video Creator,300K-500K
1579110105652699,total_engagement,22544342,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
1579110105652699,reaction,20331412,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
1579110105652699,share,1338695,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
1579110105652699,comment,481966,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
1579110105652699,tag_friend,386178,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
1579110105652699,purchase_intention,6091,ผู้หญิง Beauty Community,Health and Well-being,1M-9M
158074784215303,total_engagement,1994018,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
158074784215303,reaction,1488432,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
158074784215303,share,365046,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
158074784215303,comment,91041,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
158074784215303,tag_friend,43521,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
158074784215303,purchase_intention,5978,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,Travel,500K-1M
1585603018333042,total_engagement,17071275,Amy Kitiya,Blogger/Influencer,500K-1M
1585603018333042,reaction,16139933,Amy Kitiya,Blogger/Influencer,500K-1M
1585603018333042,share,439309,Amy Kitiya,Blogger/Influencer,500K-1M
1585603018333042,comment,418259,Amy Kitiya,Blogger/Influencer,500K-1M
1585603018333042,tag_friend,66591,Amy Kitiya,Blogger/Influencer,500K-1M
1585603018333042,purchase_intention,7183,Amy Kitiya,Blogger/Influencer,500K-1M
1586820624903520,total_engagement,981218,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1586820624903520,reaction,688848,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1586820624903520,share,215110,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1586820624903520,comment,43404,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1586820624903520,tag_friend,30457,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1586820624903520,purchase_intention,3399,ค น ห ล ง ท า ง,Blogger/Influencer,1M-9M
1589940224571155,total_engagement,3524598,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1589940224571155,reaction,2862294,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1589940224571155,share,414025,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1589940224571155,comment,209995,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1589940224571155,tag_friend,32361,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1589940224571155,purchase_intention,5923,อาหารเพื่อสุขภาพ,Food and Drink,1M-9M
1596737783873167,total_engagement,2867971,แบกกล้องเที่ยว,Travel,1M-9M
1596737783873167,reaction,2041432,แบกกล้องเที่ยว,Travel,1M-9M
1596737783873167,share,548126,แบกกล้องเที่ยว,Travel,1M-9M
1596737783873167,comment,151366,แบกกล้องเที่ยว,Travel,1M-9M
1596737783873167,tag_friend,113241,แบกกล้องเที่ยว,Travel,1M-9M
1596737783873167,purchase_intention,13806,แบกกล้องเที่ยว,Travel,1M-9M
1596787830572104,total_engagement,1692697,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1596787830572104,reaction,1211868,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1596787830572104,share,291345,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1596787830572104,comment,104652,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1596787830572104,tag_friend,74564,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1596787830572104,purchase_intention,10268,เที่ยวทั่วไทย ไปไหนดี,Travel,1M-9M
1600618423493417,total_engagement,1616290,มนุษย์แฟน,Writer and Quote,1M-9M
1600618423493417,reaction,986025,มนุษย์แฟน,Writer and Quote,1M-9M
1600618423493417,share,189221,มนุษย์แฟน,Writer and Quote,1M-9M
1600618423493417,comment,236127,มนุษย์แฟน,Writer and Quote,1M-9M
1600618423493417,tag_friend,204170,มนุษย์แฟน,Writer and Quote,1M-9M
1600618423493417,purchase_intention,747,มนุษย์แฟน,Writer and Quote,1M-9M
1602409803365379,total_engagement,651987,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1602409803365379,reaction,532512,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1602409803365379,share,78759,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1602409803365379,comment,31781,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1602409803365379,tag_friend,8438,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1602409803365379,purchase_intention,497,เรียกผมว่ามนุษย์เงินเดือน,Writer and Quote,300K-500K
1608951502488370,total_engagement,3522144,อาสา พาไปหลง,Travel,1M-9M
1608951502488370,reaction,2868174,อาสา พาไปหลง,Travel,1M-9M
1608951502488370,share,429060,อาสา พาไปหลง,Travel,1M-9M
1608951502488370,comment,145428,อาสา พาไปหลง,Travel,1M-9M
1608951502488370,tag_friend,71037,อาสา พาไปหลง,Travel,1M-9M
1608951502488370,purchase_intention,8445,อาสา พาไปหลง,Travel,1M-9M
161390887288150,total_engagement,283362,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
161390887288150,reaction,223619,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
161390887288150,share,38033,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
161390887288150,comment,12199,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
161390887288150,tag_friend,8549,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
161390887288150,purchase_intention,962,ท่องเที่ยวสะดุดตา Sadoodta,Travel,1M-9M
1616282435294501,total_engagement,7878068,เด่วรู้กัน,Media/News Company,1M-9M
1616282435294501,reaction,6562535,เด่วรู้กัน,Media/News Company,1M-9M
1616282435294501,share,714598,เด่วรู้กัน,Media/News Company,1M-9M
1616282435294501,comment,571499,เด่วรู้กัน,Media/News Company,1M-9M
1616282435294501,tag_friend,21950,เด่วรู้กัน,Media/News Company,1M-9M
1616282435294501,purchase_intention,7486,เด่วรู้กัน,Media/News Company,1M-9M
1619753201575867,total_engagement,270192,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1619753201575867,reaction,226437,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1619753201575867,share,28941,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1619753201575867,comment,11422,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1619753201575867,tag_friend,3277,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1619753201575867,purchase_intention,115,ลูกจ้างใจกล้า,Writer and Quote,500K-1M
1621283291471213,total_engagement,29460119,ชีวิตติดรีวิว,Food and Drink,1M-9M
1621283291471213,reaction,22776828,ชีวิตติดรีวิว,Food and Drink,1M-9M
1621283291471213,share,4235693,ชีวิตติดรีวิว,Food and Drink,1M-9M
1621283291471213,comment,1365178,ชีวิตติดรีวิว,Food and Drink,1M-9M
1621283291471213,tag_friend,956474,ชีวิตติดรีวิว,Food and Drink,1M-9M
1621283291471213,purchase_intention,125946,ชีวิตติดรีวิว,Food and Drink,1M-9M
1622164841400851,total_engagement,3238629,Chujai Family,Blogger/Influencer,500K-1M
1622164841400851,reaction,3014159,Chujai Family,Blogger/Influencer,500K-1M
1622164841400851,share,152820,Chujai Family,Blogger/Influencer,500K-1M
1622164841400851,comment,47822,Chujai Family,Blogger/Influencer,500K-1M
1622164841400851,tag_friend,23533,Chujai Family,Blogger/Influencer,500K-1M
1622164841400851,purchase_intention,295,Chujai Family,Blogger/Influencer,500K-1M
1626310387594614,total_engagement,5902444,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1626310387594614,reaction,5440805,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1626310387594614,share,293566,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1626310387594614,comment,126876,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1626310387594614,tag_friend,39823,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1626310387594614,purchase_intention,1374,Benz Apache - เบ๊น อาปาเช่,Blogger/Influencer,1M-9M
1627074400846593,total_engagement,8976366,มี่ป๋อง,Writer and Quote,1M-9M
1627074400846593,reaction,6957638,มี่ป๋อง,Writer and Quote,1M-9M
1627074400846593,share,1120888,มี่ป๋อง,Writer and Quote,1M-9M
1627074400846593,comment,525478,มี่ป๋อง,Writer and Quote,1M-9M
1627074400846593,tag_friend,369334,มี่ป๋อง,Writer and Quote,1M-9M
1627074400846593,purchase_intention,3028,มี่ป๋อง,Writer and Quote,1M-9M
1630762410543233,total_engagement,7689687,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
1630762410543233,reaction,6424249,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
1630762410543233,share,1127249,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
1630762410543233,comment,105541,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
1630762410543233,tag_friend,30282,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
1630762410543233,purchase_intention,2366,วัยรุ่นสร้างตัว,Writer and Quote,1M-9M
163628970509962,total_engagement,57758085,หมอแล็บแพนด้า,Media/News Company,1M-9M
163628970509962,reaction,51228083,หมอแล็บแพนด้า,Media/News Company,1M-9M
163628970509962,share,3219345,หมอแล็บแพนด้า,Media/News Company,1M-9M
163628970509962,comment,2532367,หมอแล็บแพนด้า,Media/News Company,1M-9M
163628970509962,tag_friend,608996,หมอแล็บแพนด้า,Media/News Company,1M-9M
163628970509962,purchase_intention,169294,หมอแล็บแพนด้า,Media/News Company,1M-9M
1637750513165887,total_engagement,9435805,อ้วน,Food and Drink,1M-9M
1637750513165887,reaction,7422222,อ้วน,Food and Drink,1M-9M
1637750513165887,share,1603254,อ้วน,Food and Drink,1M-9M
1637750513165887,comment,224075,อ้วน,Food and Drink,1M-9M
1637750513165887,tag_friend,158401,อ้วน,Food and Drink,1M-9M
1637750513165887,purchase_intention,27853,อ้วน,Food and Drink,1M-9M
1650442015250522,total_engagement,8359253,A Mom 2 Daughters,Writer and Quote,500K-1M
1650442015250522,reaction,7897414,A Mom 2 Daughters,Writer and Quote,500K-1M
1650442015250522,share,265757,A Mom 2 Daughters,Writer and Quote,500K-1M
1650442015250522,comment,141294,A Mom 2 Daughters,Writer and Quote,500K-1M
1650442015250522,tag_friend,54113,A Mom 2 Daughters,Writer and Quote,500K-1M
1650442015250522,purchase_intention,675,A Mom 2 Daughters,Writer and Quote,500K-1M
1651530501767770,total_engagement,8750689,โบราณนานมา,Writer and Quote,500K-1M
1651530501767770,reaction,7692503,โบราณนานมา,Writer and Quote,500K-1M
1651530501767770,share,815922,โบราณนานมา,Writer and Quote,500K-1M
1651530501767770,comment,209688,โบราณนานมา,Writer and Quote,500K-1M
1651530501767770,tag_friend,31512,โบราณนานมา,Writer and Quote,500K-1M
1651530501767770,purchase_intention,1064,โบราณนานมา,Writer and Quote,500K-1M
1652040055125012,total_engagement,1560020,ล้างตู้เย็น,Food and Drink,1M-9M
1652040055125012,reaction,1449233,ล้างตู้เย็น,Food and Drink,1M-9M
1652040055125012,share,82345,ล้างตู้เย็น,Food and Drink,1M-9M
1652040055125012,comment,18751,ล้างตู้เย็น,Food and Drink,1M-9M
1652040055125012,tag_friend,8805,ล้างตู้เย็น,Food and Drink,1M-9M
1652040055125012,purchase_intention,886,ล้างตู้เย็น,Food and Drink,1M-9M
1658834907737286,total_engagement,2541951,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
1658834907737286,reaction,2212723,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
1658834907737286,share,168787,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
1658834907737286,comment,117440,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
1658834907737286,tag_friend,39357,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
1658834907737286,purchase_intention,3644,ThaiRun ฮับความสุขนักวิ่ง,Health and Well-being,500K-1M
166272350120549,total_engagement,1315880,รีวิวเชียงใหม่,Travel,500K-1M
166272350120549,reaction,1002126,รีวิวเชียงใหม่,Travel,500K-1M
166272350120549,share,170121,รีวิวเชียงใหม่,Travel,500K-1M
166272350120549,comment,86914,รีวิวเชียงใหม่,Travel,500K-1M
166272350120549,tag_friend,53323,รีวิวเชียงใหม่,Travel,500K-1M
166272350120549,purchase_intention,3396,รีวิวเชียงใหม่,Travel,500K-1M
1663369887236712,total_engagement,542643,กินตามโปร,Food and Drink,300K-500K
1663369887236712,reaction,367539,กินตามโปร,Food and Drink,300K-500K
1663369887236712,share,62723,กินตามโปร,Food and Drink,300K-500K
1663369887236712,comment,60400,กินตามโปร,Food and Drink,300K-500K
1663369887236712,tag_friend,47489,กินตามโปร,Food and Drink,300K-500K
1663369887236712,purchase_intention,4492,กินตามโปร,Food and Drink,300K-500K
1665568237019556,total_engagement,8751691,BigBike Thailand Club,Automobile,500K-1M
1665568237019556,reaction,8265078,BigBike Thailand Club,Automobile,500K-1M
1665568237019556,share,457873,BigBike Thailand Club,Automobile,500K-1M
1665568237019556,comment,22283,BigBike Thailand Club,Automobile,500K-1M
1665568237019556,tag_friend,6021,BigBike Thailand Club,Automobile,500K-1M
1665568237019556,purchase_intention,436,BigBike Thailand Club,Automobile,500K-1M
1671847899714197,total_engagement,4102330,ChangTrixGet,Media/News Company,1M-9M
1671847899714197,reaction,2560264,ChangTrixGet,Media/News Company,1M-9M
1671847899714197,share,489660,ChangTrixGet,Media/News Company,1M-9M
1671847899714197,comment,576837,ChangTrixGet,Media/News Company,1M-9M
1671847899714197,tag_friend,467436,ChangTrixGet,Media/News Company,1M-9M
1671847899714197,purchase_intention,8133,ChangTrixGet,Media/News Company,1M-9M
1674865326152649,total_engagement,18487922,สี่สหาย สายเหน่อ,Pet,300K-500K
1674865326152649,reaction,17714198,สี่สหาย สายเหน่อ,Pet,300K-500K
1674865326152649,share,129977,สี่สหาย สายเหน่อ,Pet,300K-500K
1674865326152649,comment,614273,สี่สหาย สายเหน่อ,Pet,300K-500K
1674865326152649,tag_friend,26566,สี่สหาย สายเหน่อ,Pet,300K-500K
1674865326152649,purchase_intention,2908,สี่สหาย สายเหน่อ,Pet,300K-500K
