,mapped_name,channel
10068,Cooking station,youtube
10080,Cookingbypat,facebook
10092,Cookingbypat,instagram
10104,Cookingbypat,twitter
10116,Cookingbypat,youtube
10128,Coolerist,facebook
10140,Coolerist,instagram
10152,Coolerist,twitter
10164,Coolerist,youtube
10176,Coundsheck's journey.,facebook
10188,Coundsheck's journey.,instagram
10200,Coundsheck's journey.,twitter
10212,Coundsheck's journey.,youtube
10224,Couple Travel พาแฟนไปไหนดี,facebook
10236,Couple Travel พาแฟนไปไหนดี,instagram
10248,Couple Travel พาแฟนไปไหนดี,twitter
10260,Couple Travel พาแฟนไปไหนดี,youtube
10272,CreativeKim,facebook
10284,CreativeKim,instagram
10296,CreativeKim,twitter
10308,CreativeKim,youtube
10320,CrisisMan,facebook
10332,CrisisMan,instagram
10344,CrisisMan,twitter
10356,CrisisMan,youtube
10368,Cute Anongnart,facebook
10380,Cute Anongnart,instagram
10392,Cute Anongnart,twitter
10404,Cute Anongnart,youtube
10416,Cyberclasher,facebook
10428,Cyberclasher,instagram
10440,Cyberclasher,twitter
10452,Cyberclasher,youtube
10464,Cycling Hub Thailand,facebook
10476,Cycling Hub Thailand,instagram
10488,Cycling Hub Thailand,twitter
10500,Cycling Hub Thailand,youtube
10512,DJ.DREAMERTH,facebook
10524,DJ.DREAMERTH,instagram
10536,DJ.DREAMERTH,twitter
10548,DJ.DREAMERTH,youtube
10560,DREPLAY,facebook
10572,DREPLAY,instagram
10584,DREPLAY,twitter
10596,DREPLAY,youtube
10608,DaddyTrader,facebook
10620,DaddyTrader,instagram
10632,DaddyTrader,twitter
10644,DaddyTrader,youtube
10656,DailyGizmo.tv by Ceemeagain,facebook
10668,DailyGizmo.tv by Ceemeagain,instagram
10680,DailyGizmo.tv by Ceemeagain,twitter
10692,DailyGizmo.tv by Ceemeagain,youtube
10704,Dailydelicious,facebook
10716,Dailydelicious,instagram
10728,Dailydelicious,twitter
10740,Dailydelicious,youtube
10752,Danny TH,facebook
10764,Danny TH,instagram
10776,Danny TH,twitter
10788,Danny TH,youtube
10800,Dao Thunvarin,facebook
10812,Dao Thunvarin,instagram
10824,Dao Thunvarin,twitter
10836,Dao Thunvarin,youtube
10848,Dao’s Healthy Diary,facebook
10860,Dao’s Healthy Diary,instagram
10872,Dao’s Healthy Diary,twitter
10884,Dao’s Healthy Diary,youtube
10896,Dark Side Runner,facebook
10908,Dark Side Runner,instagram
10920,Dark Side Runner,twitter
10932,Dark Side Runner,youtube
10944,Data Café Thailand,facebook
10956,Data Café Thailand,instagram
10968,Data Café Thailand,twitter
10980,Data Café Thailand,youtube
10992,Data Cube,facebook
11004,Data Cube,instagram
11016,Data Cube,twitter
11028,Data Cube,youtube
11040,Data TH.com - Data Science ชิลชิล,facebook
11052,Data TH.com - Data Science ชิลชิล,instagram
11064,Data TH.com - Data Science ชิลชิล,twitter
11076,Data TH.com - Data Science ชิลชิล,youtube
11088,Data ภาษาคน,facebook
11100,Data ภาษาคน,instagram
11112,Data ภาษาคน,twitter
11124,Data ภาษาคน,youtube
11136,DataProteins,facebook
11148,DataProteins,instagram
11160,DataProteins,twitter
11172,DataProteins,youtube
11184,DataRockie,facebook
11196,DataRockie,instagram
11208,DataRockie,twitter
11220,DataRockie,youtube
11232,Datacookie,facebook
11244,Datacookie,instagram
11256,Datacookie,twitter
11268,Datacookie,youtube
11280,DayTrade VI Penny Stock,facebook
11292,DayTrade VI Penny Stock,instagram
11304,DayTrade VI Penny Stock,twitter
11316,DayTrade VI Penny Stock,youtube
11328,De'Juice Hair Stylist,facebook
11340,De'Juice Hair Stylist,instagram
11352,De'Juice Hair Stylist,twitter
11364,De'Juice Hair Stylist,youtube
11376,Dee Journey ดีเจอนี่,facebook
11388,Dee Journey ดีเจอนี่,instagram
11400,Dee Journey ดีเจอนี่,twitter
11412,Dee Journey ดีเจอนี่,youtube
11424,Deepscope,facebook
11436,Deepscope,instagram
11448,Deepscope,twitter
11460,Deepscope,youtube
11472,Dek Jew Chill Out,facebook
11484,Dek Jew Chill Out,instagram
11496,Dek Jew Chill Out,twitter
11508,Dek Jew Chill Out,youtube
11520,Dek Jew Small World,facebook
11532,Dek Jew Small World,instagram
11544,Dek Jew Small World,twitter
11556,Dek Jew Small World,youtube
11568,Dek-D.COM – เด็กดีดอทคอม,facebook
11580,Dek-D.COM – เด็กดีดอทคอม,instagram
11592,Dek-D.COM – เด็กดีดอทคอม,twitter
11604,Dek-D.COM – เด็กดีดอทคอม,youtube
11616,Deklaaon Channel,facebook
11628,Deklaaon Channel,instagram
11640,Deklaaon Channel,twitter
11652,Deklaaon Channel,youtube
11664,DevilMeiji,facebook
11676,DevilMeiji,instagram
11688,DevilMeiji,twitter
11700,DevilMeiji,youtube
11712,Diesel Thailand FC,facebook
11724,Diesel Thailand FC,instagram
11736,Diesel Thailand FC,twitter
11748,Diesel Thailand FC,youtube
11760,Digital Advisors นักวางแผนการเงินดิจิทัล,facebook
11772,Digital Advisors นักวางแผนการเงินดิจิทัล,instagram
11784,Digital Advisors นักวางแผนการเงินดิจิทัล,twitter
11796,Digital Advisors นักวางแผนการเงินดิจิทัล,youtube
11808,Digitalay,facebook
11820,Digitalay,instagram
11832,Digitalay,twitter
11844,Digitalay,youtube
11856,Dish is Jah,facebook
11868,Dish is Jah,instagram
11880,Dish is Jah,twitter
11892,Dish is Jah,youtube
11904,DjMayry,facebook
11916,DjMayry,instagram
11928,DjMayry,twitter
11940,DjMayry,youtube
11952,Doctor Runner - วิ่งดิหมอ,facebook
11964,Doctor Runner - วิ่งดิหมอ,instagram
11976,Doctor Runner - วิ่งดิหมอ,twitter
11988,Doctor Runner - วิ่งดิหมอ,youtube
12000,Doctor Top,facebook
12012,Doctor Top,instagram
12024,Doctor Top,twitter
12036,Doctor Top,youtube
12048,Dom Paleoworld,facebook
12060,Dom Paleoworld,instagram
12072,Dom Paleoworld,twitter
12084,Dom Paleoworld,youtube
12096,Donut Beauty Brains,facebook
12108,Donut Beauty Brains,instagram
12120,Donut Beauty Brains,twitter
12132,Donut Beauty Brains,youtube
12144,Dopper,facebook
12156,Dopper,instagram
12168,Dopper,twitter
12180,Dopper,youtube
12192,DossieR Channel,facebook
12204,DossieR Channel,instagram
12216,DossieR Channel,twitter
12228,DossieR Channel,youtube
12240,Doyser,facebook
12252,Doyser,instagram
12264,Doyser,twitter
12276,Doyser,youtube
12288,Dr.Pakky หม่ามี้หมอเด็ก,facebook
12300,Dr.Pakky หม่ามี้หมอเด็ก,instagram
12312,Dr.Pakky หม่ามี้หมอเด็ก,twitter
12324,Dr.Pakky หม่ามี้หมอเด็ก,youtube
12336,Dr.Sarin Health Chanel,facebook
12348,Dr.Sarin Health Chanel,instagram
12360,Dr.Sarin Health Chanel,twitter
12372,Dr.Sarin Health Chanel,youtube
12384,Dr.V Channel,facebook
12396,Dr.V Channel,instagram
12408,Dr.V Channel,twitter
12420,Dr.V Channel,youtube
12432,DrAmp Team,facebook
12444,DrAmp Team,instagram
12456,DrAmp Team,twitter
12468,DrAmp Team,youtube
12480,Drive Expert TH,facebook
12492,Drive Expert TH,instagram
12504,Drive Expert TH,twitter
12516,Drive Expert TH,youtube
12528,DroidSans,facebook
12540,DroidSans,instagram
12552,DroidSans,twitter
12564,DroidSans,youtube
12576,Ducking Tiger,facebook
12588,Ducking Tiger,instagram
12600,Ducking Tiger,twitter
12612,Ducking Tiger,youtube
12624,Dude It’s Time,facebook
12636,Dude It’s Time,instagram
12648,Dude It’s Time,twitter
12660,Dude It’s Time,youtube
12672,Duet Diary ตามรอยเที่ยว,facebook
12684,Duet Diary ตามรอยเที่ยว,instagram
12696,Duet Diary ตามรอยเที่ยว,twitter
12708,Duet Diary ตามรอยเที่ยว,youtube
12720,Dujdow,facebook
12732,Dujdow,instagram
12744,Dujdow,twitter
12756,Dujdow,youtube
12768,EAT Matters : by หมอตั้ม,facebook
12780,EAT Matters : by หมอตั้ม,instagram
12792,EAT Matters : by หมอตั้ม,twitter
12804,EAT Matters : by หมอตั้ม,youtube
12816,EATWITHPANIDA อีทวิทพนิดา,facebook
12828,EATWITHPANIDA อีทวิทพนิดา,instagram
12840,EATWITHPANIDA อีทวิทพนิดา,twitter
12852,EATWITHPANIDA อีทวิทพนิดา,youtube
12864,ECU SHOP OFFICIAL,facebook
12876,ECU SHOP OFFICIAL,instagram
12888,ECU SHOP OFFICIAL,twitter
12900,ECU SHOP OFFICIAL,youtube
12912,EDTguide,facebook
12924,EDTguide,instagram
12936,EDTguide,twitter
12948,EDTguide,youtube
12960,"ENfoodgallery - enjoy food, enjoy life",facebook
12972,"ENfoodgallery - enjoy food, enjoy life",instagram
12984,"ENfoodgallery - enjoy food, enjoy life",twitter
12996,"ENfoodgallery - enjoy food, enjoy life",youtube
13008,EVA GAMER,facebook
13020,EVA GAMER,instagram
13032,EVA GAMER,twitter
13044,EVA GAMER,youtube
13056,Earthpynn,facebook
13068,Earthpynn,instagram
13080,Earthpynn,twitter
13092,Earthpynn,youtube
13104,Ease Around,facebook
13116,Ease Around,instagram
13128,Ease Around,twitter
13140,Ease Around,youtube
13152,Easy Food,facebook
13164,Easy Food,instagram
13176,Easy Food,twitter
13188,Easy Food,youtube
13200,EasyCooking,facebook
13212,EasyCooking,instagram
13224,EasyCooking,twitter
13236,EasyCooking,youtube
13248,Eat 'n Trip,facebook
13260,Eat 'n Trip,instagram
13272,Eat 'n Trip,twitter
13284,Eat 'n Trip,youtube
13296,Eat Clean Baby,facebook
13308,Eat Clean Baby,instagram
13320,Eat Clean Baby,twitter
13332,Eat Clean Baby,youtube
13344,Eat Clean and Workout,facebook
13356,Eat Clean and Workout,instagram
13368,Eat Clean and Workout,twitter
13380,Eat Clean and Workout,youtube
13392,Eat Here,facebook
13404,Eat Here,instagram
13416,Eat Here,twitter
13428,Eat Here,youtube
13440,Eat Lek Lek,facebook
13452,Eat Lek Lek,instagram
13464,Eat Lek Lek,twitter
13476,Eat Lek Lek,youtube
13488,Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,facebook
13500,Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,instagram
13512,Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,twitter
13524,Eat Like 852 - ตะลุยกิน เที่ยวฮ่องกง โดยคนไทยในฮ่องกง,youtube
13536,Eat and Shout พี่เชาท์พากินพาเที่ยว,facebook
13548,Eat and Shout พี่เชาท์พากินพาเที่ยว,instagram
13560,Eat and Shout พี่เชาท์พากินพาเที่ยว,twitter
13572,Eat and Shout พี่เชาท์พากินพาเที่ยว,youtube
13584,Eat and Travel Diary,facebook
13596,Eat and Travel Diary,instagram
13608,Eat and Travel Diary,twitter
13620,Eat and Travel Diary,youtube
13632,EatGuide เพื่อนซี้เวลาหิว,facebook
13644,EatGuide เพื่อนซี้เวลาหิว,instagram
13656,EatGuide เพื่อนซี้เวลาหิว,twitter
13668,EatGuide เพื่อนซี้เวลาหิว,youtube
13680,EaterOat,facebook
13692,EaterOat,instagram
13704,EaterOat,twitter
13716,EaterOat,youtube
13728,Eatoutbkk,facebook
13740,Eatoutbkk,instagram
13752,Eatoutbkk,twitter
13764,Eatoutbkk,youtube
13776,Edward10516 : เอ็ดเวิร์ด,facebook
13788,Edward10516 : เอ็ดเวิร์ด,instagram
13800,Edward10516 : เอ็ดเวิร์ด,twitter
13812,Edward10516 : เอ็ดเวิร์ด,youtube
13824,Edwin,facebook
13836,Edwin,instagram
13848,Edwin,twitter
13860,Edwin,youtube
13872,Egadget Thailand - powerbank,facebook
13884,Egadget Thailand - powerbank,instagram
13896,Egadget Thailand - powerbank,twitter
13908,Egadget Thailand - powerbank,youtube
13920,Egg family - ครอบครัวไข่,facebook
13932,Egg family - ครอบครัวไข่,instagram
13944,Egg family - ครอบครัวไข่,twitter
13956,Egg family - ครอบครัวไข่,youtube
13968,EndlessChannel TH,facebook
13980,EndlessChannel TH,instagram
13992,EndlessChannel TH,twitter
14004,EndlessChannel TH,youtube
14016,English Fit and Firm,facebook
14028,English Fit and Firm,instagram
14040,English Fit and Firm,twitter
14052,English Fit and Firm,youtube
14064,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,facebook
14076,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,instagram
14088,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,twitter
14100,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,youtube
14112,English With Vivian,facebook
14124,English With Vivian,instagram
14136,English With Vivian,twitter
14148,English With Vivian,youtube
14160,English with Ella,facebook
14172,English with Ella,instagram
14184,English with Ella,twitter
14196,English with Ella,youtube
14208,English.Today (เรียนภาษาอังกฤษวันละคำ),facebook
14220,English.Today (เรียนภาษาอังกฤษวันละคำ),instagram
14232,English.Today (เรียนภาษาอังกฤษวันละคำ),twitter
14244,English.Today (เรียนภาษาอังกฤษวันละคำ),youtube
14256,Englogic สอนภาษาอังกฤษ โดย อ.พาย,facebook
14268,Englogic สอนภาษาอังกฤษ โดย อ.พาย,instagram
14280,Englogic สอนภาษาอังกฤษ โดย อ.พาย,twitter
14292,Englogic สอนภาษาอังกฤษ โดย อ.พาย,youtube
14304,Environman,facebook
14316,Environman,instagram
14328,Environman,twitter
14340,Environman,youtube
14352,Epic Time,facebook
14364,Epic Time,instagram
14376,Epic Time,twitter
14388,Epic Time,youtube
14400,Epicpb THgame,facebook
14412,Epicpb THgame,instagram
14424,Epicpb THgame,twitter
14436,Epicpb THgame,youtube
14448,EventPass,facebook
14460,EventPass,instagram
14472,EventPass,twitter
14484,EventPass,youtube
14496,Evos TH,facebook
14508,Evos TH,instagram
14520,Evos TH,twitter
14532,Evos TH,youtube
14544,Excel Wizard,facebook
14556,Excel Wizard,instagram
14568,Excel Wizard,twitter
14580,Excel Wizard,youtube
14592,Excel for everyone,facebook
14604,Excel for everyone,instagram
14616,Excel for everyone,twitter
14628,Excel for everyone,youtube
14640,Extreme IT,facebook
14652,Extreme IT,instagram
14664,Extreme IT,twitter
14676,Extreme IT,youtube
14688,Eyeta,facebook
14700,Eyeta,instagram
14712,Eyeta,twitter
14724,Eyeta,youtube
14736,Ez2fit,facebook
14748,Ez2fit,instagram
14760,Ez2fit,twitter
14772,Ez2fit,youtube
14784,Ezfin การเงินต้องวางแผน,facebook
14796,Ezfin การเงินต้องวางแผน,instagram
14808,Ezfin การเงินต้องวางแผน,twitter
14820,Ezfin การเงินต้องวางแผน,youtube
14832,F1 Thailand Fanclub,facebook
14844,F1 Thailand Fanclub,instagram
14856,F1 Thailand Fanclub,twitter
14868,F1 Thailand Fanclub,youtube
14880,FAPGAMER,facebook
14892,FAPGAMER,instagram
14904,FAPGAMER,twitter
14916,FAPGAMER,youtube
14928,FCAJOHN,facebook
14940,FCAJOHN,instagram
14952,FCAJOHN,twitter
14964,FCAJOHN,youtube
14976,FIFA TarGrean,facebook
14988,FIFA TarGrean,instagram
15000,FIFA TarGrean,twitter
15012,FIFA TarGrean,youtube
15024,FIFA WaTaFak,facebook
15036,FIFA WaTaFak,instagram
15048,FIFA WaTaFak,twitter
15060,FIFA WaTaFak,youtube
15072,FINNOMENA,facebook
15084,FINNOMENA,instagram
15096,FINNOMENA,twitter
15108,FINNOMENA,youtube
15120,FINSTREET,facebook
15132,FINSTREET,instagram
15144,FINSTREET,twitter
15156,FINSTREET,youtube
15168,FITWHEY,facebook
15180,FITWHEY,instagram
15192,FITWHEY,twitter
15204,FITWHEY,youtube
15216,FNDiary,facebook
15228,FNDiary,instagram
15240,FNDiary,twitter
15252,FNDiary,youtube
15264,FOOD BLOG BKK,facebook
15276,FOOD BLOG BKK,instagram
15288,FOOD BLOG BKK,twitter
15300,FOOD BLOG BKK,youtube
15312,FPSThailand.com,facebook
15324,FPSThailand.com,instagram
15336,FPSThailand.com,twitter
15348,FPSThailand.com,youtube
15360,FZK Frozenkiss,facebook
15372,FZK Frozenkiss,instagram
15384,FZK Frozenkiss,twitter
15396,FZK Frozenkiss,youtube
15408,FahFah,facebook
15420,FahFah,instagram
15432,FahFah,twitter
15444,FahFah,youtube
15456,Farose,facebook
15468,Farose,instagram
15480,Farose,twitter
15492,Farose,youtube
15504,Fasai Puengudom,facebook
15516,Fasai Puengudom,instagram
15528,Fasai Puengudom,twitter
15540,Fasai Puengudom,youtube
15552,FeelingRock191,facebook
15564,FeelingRock191,instagram
15576,FeelingRock191,twitter
15588,FeelingRock191,youtube
15600,Feminista,facebook
15612,Feminista,instagram
15624,Feminista,twitter
15636,Feminista,youtube
15648,Fiadar Photography - ยายบัวฮิปสเตอร์,facebook
15660,Fiadar Photography - ยายบัวฮิปสเตอร์,instagram
15672,Fiadar Photography - ยายบัวฮิปสเตอร์,twitter
15684,Fiadar Photography - ยายบัวฮิปสเตอร์,youtube
15696,Fiat,facebook
15708,Fiat,instagram
15720,Fiat,twitter
15732,Fiat,youtube
15744,FiawKunG Channel,facebook
15756,FiawKunG Channel,instagram
15768,FiawKunG Channel,twitter
15780,FiawKunG Channel,youtube
15792,FiengJoy - เฟี่ยงจอย,facebook
15804,FiengJoy - เฟี่ยงจอย,instagram
15816,FiengJoy - เฟี่ยงจอย,twitter
15828,FiengJoy - เฟี่ยงจอย,youtube
15840,Fiercebook,facebook
15852,Fiercebook,instagram
15864,Fiercebook,twitter
15876,Fiercebook,youtube
15888,Fillykung,facebook
15900,Fillykung,instagram
15912,Fillykung,twitter
15924,Fillykung,youtube
15936,Filmzlap,facebook
15948,Filmzlap,instagram
15960,Filmzlap,twitter
15972,Filmzlap,youtube
15984,Fin in Blog,facebook
15996,Fin in Blog,instagram
16008,Fin in Blog,twitter
16020,Fin in Blog,youtube
16032,FinSpace,facebook
16044,FinSpace,instagram
16056,FinSpace,twitter
16068,FinSpace,youtube
16080,Financial Times by Mongkol,facebook
16092,Financial Times by Mongkol,instagram
16104,Financial Times by Mongkol,twitter
16116,Financial Times by Mongkol,youtube
16128,Financial สบาย สบาย,facebook
16140,Financial สบาย สบาย,instagram
16152,Financial สบาย สบาย,twitter
16164,Financial สบาย สบาย,youtube
